Berles_id;Rendszam;Kat_besorolas;Berles_kezd_ev_ho_nap;Berles_kezd_ora_perc_mp;Berles_vege_ev_ho_nap;Berles_vege_ora_perc_mp;Felh_nev
1386;AABH-662;5;2024-05-01;16:24:31;2024-05-01;16:37:49;BalOezs8353
1387;AAAD-020;2;2024-07-11;17:55:25;2024-07-11;18:20:17;nulla397
1388;PKV-110;2;2024-08-04;22:25:59;2024-08-04;22:30:41;TamOes6825
1389;AABO-323;2;2024-06-18;08:17:21;2024-06-21;05:22:23;Kelemen4843
1390;SOZ-652;1;2024-05-17;05:04:13;2024-05-17;05:54:58;fugit751
1391;AAAA-053;3;2024-10-14;10:02:33;2024-10-14;10:41:45;quia868
1392;AACE-293;2;2024-10-19;20:01:34;2024-10-21;13:05:55;HorvOeth3741
1393;NQW-130;2;2024-09-09;17:18:01;2024-09-09;17:44:21;in266
1394;PSO-865;5;2024-05-20;12:49:16;2024-05-20;13:28:42;FaragOu6356
1395;RPQ-656;5;2024-05-29;23:52:26;2024-05-30;00:15:56;BirOu2199
1396;AACE-444;4;2024-09-10;11:44:57;2024-09-10;12:43:55;id843
1397;PIT-184;2;2024-08-12;04:08:13;2024-08-12;04:23:24;POesztor8285
1398;PRE-220;4;2024-08-15;05:25:55;2024-08-17;15:12:56;mollitia337
1399;AABN-693;4;2024-06-14;12:34:49;2024-06-14;13:09:06;rem527
1400;TBS-343;4;2024-06-26;12:34:51;2024-06-26;12:41:28;FehOor5823
1401;NAN-959;3;2024-06-17;04:10:14;2024-06-17;04:44:24;BalOezs8353
1402;NBY-327;1;2024-06-29;08:34:01;2024-06-29;08:59:48;Veres6017
1403;NIT-206;2;2024-09-22;07:30:50;2024-09-22;07:48:06;laudantium913
1404;RLR-968;5;2024-06-04;05:17:45;2024-06-04;05:34:11;voluptas719
1405;AACL-912;1;2024-09-03;15:01:39;2024-09-03;15:09:01;BorbOoly7897
1406;TUM-781;5;2024-07-22;12:14:07;2024-07-22;12:27:15;SzUUcs4869
1407;AABA-043;1;2024-05-14;15:04:27;2024-05-14;15:36:11;MOoszOeros8361
1408;AABL-419;5;2024-08-10;06:49:24;2024-08-10;07:24:39;est481
1409;TJX-236;1;2024-05-26;20:53:00;2024-05-26;21:20:32;BorbOoly2484
1410;AAAJ-829;5;2024-06-21;06:29:33;2024-06-21;07:13:38;Csonka9992
1411;NAX-972;2;2024-09-14;00:21:30;2024-09-14;00:44:34;OrsOus1562
1412;SWF-918;3;2024-06-26;13:41:21;2024-06-26;13:56:07;BirOu2199
1413;AABI-587;2;2024-07-03;00:59:27;2024-07-03;01:55:10;et659
1414;MLG-052;4;2024-09-18;02:31:58;2024-09-18;02:35:11;aperiam577
1415;SFL-662;3;2024-07-10;05:13:54;2024-07-10;06:00:50;BodnOer4934
1416;AACK-136;2;2024-05-03;08:05:43;2024-05-05;18:52:55;voluptas407
1417;RRL-246;2;2024-10-10;17:16:57;2024-10-10;17:33:06;SzUIke2159
1418;MNC-403;2;2024-05-26;10:10:23;2024-05-26;10:48:30;Sipos5962
1419;POI-942;2;2024-09-22;23:03:15;2024-09-22;23:36:30;Farkas7800
1420;AAAK-515;1;2024-07-06;01:05:21;2024-07-06;01:28:46;GulyOes7987
1421;AACI-640;5;2024-10-22;03:55:33;2024-10-22;04:02:24;Kiss3849
1422;AACM-116;5;2024-09-29;16:25:42;2024-09-29;16:52:10;pariatur599
1423;AABL-088;1;2024-09-24;00:32:16;2024-09-24;00:54:05;Orosz4025
1424;AABD-936;3;2024-05-15;22:22:42;2024-05-15;22:49:45;quibusdam801
1425;MOA-276;2;2024-09-27;19:53:27;2024-09-27;20:14:47;quia758
1426;AABD-740;2;2024-08-15;22:56:03;2024-08-15;23:48:46;distinctio422
1427;SFV-525;2;2024-10-17;02:53:39;2024-10-18;20:12:47;KirOely1181
1428;AAAC-380;3;2024-05-20;07:03:48;2024-05-21;19:53:02;animi872
1429;PKV-110;2;2024-05-26;21:30:49;2024-05-26;22:26:30;SoOus4265
1430;PSQ-672;4;2024-09-28;14:15:54;2024-09-28;14:51:04;dolores596
1431;AABO-645;2;2024-09-05;17:19:19;2024-09-05;17:26:05;GOel2403
1432;AABG-990;5;2024-08-30;16:48:01;2024-08-30;17:01:04;Nagy8514
1433;AACM-472;2;2024-05-15;22:42:09;2024-05-15;23:20:14;non712
1434;MTY-779;4;2024-05-23;07:01:51;2024-05-23;07:15:12;Lengyel2700
1435;TFX-340;3;2024-06-10;19:33:48;2024-06-10;20:13:54;BOelint1631
1436;AAAC-412;2;2024-08-09;15:14:35;2024-08-09;15:41:38;HorvOeth8540
1437;PIZ-988;2;2024-06-13;07:56:28;2024-06-13;07:57:39;sint326
1438;AACG-043;3;2024-05-30;11:45:55;2024-05-30;12:21:55;TOuth1252
1439;RRP-408;1;2024-07-25;13:59:13;2024-07-25;14:40:07;eos836
1440;AABC-370;3;2024-08-01;17:55:00;2024-08-03;09:49:23;Kiss3849
1441;SLR-996;1;2024-07-15;23:56:01;2024-07-16;00:09:46;maxime430
1442;NBY-327;1;2024-05-17;14:34:21;2024-05-18;21:22:23;harum642
1443;PIT-184;2;2024-05-09;17:15:40;2024-05-09;18:09:57;illum982
1444;MPU-248;5;2024-10-21;19:45:47;2024-10-24;06:31:21;Lengyel4787
1445;AAAL-007;2;2024-10-24;10:46:47;2024-10-24;11:36:23;in335
1446;AABI-962;4;2024-07-03;23:41:09;2024-07-06;16:29:58;BodnOer4122
1447;AABD-740;2;2024-09-13;13:52:35;2024-09-13;14:25:23;SzUIke7479
1448;AACJ-300;2;2024-05-10;03:02:55;2024-05-10;03:25:33;Simon4826
1449;AAAC-987;1;2024-08-13;01:16:24;2024-08-13;02:11:53;FaragOu7670
1450;SHK-688;1;2024-09-09;09:03:40;2024-09-09;09:41:54;magni632
1451;AACK-275;2;2024-05-05;12:56:38;2024-05-05;13:00:19;NovOek6017
1452;PQU-480;3;2024-10-17;17:27:25;2024-10-17;18:00:19;quae558
1453;AACI-640;5;2024-08-10;12:10:55;2024-08-10;12:27:46;Fazekas3969
1454;PRH-592;5;2024-10-11;13:11:38;2024-10-11;13:50:45;Szekeres8144
1455;AAAF-583;4;2024-08-19;21:26:44;2024-08-19;22:05:41;SzilOegyi1625
1456;SDO-630;5;2024-09-11;20:10:10;2024-09-11;20:48:55;deserunt510
1457;SWF-918;3;2024-08-29;15:10:39;2024-09-01;00:44:46;BognOer8636
1458;PQU-480;3;2024-06-11;21:59:09;2024-06-11;22:12:01;tempora219
1459;SFZ-934;2;2024-07-05;00:08:12;2024-07-05;00:43:49;aut210
1460;AABI-644;2;2024-05-11;21:05:34;2024-05-11;21:07:54;animi906
1461;AACN-789;3;2024-05-18;08:15:15;2024-05-18;08:32:10;est500
1462;AAAF-629;2;2024-06-07;14:25:45;2024-06-07;15:11:30;culpa138
1463;SRQ-418;2;2024-09-10;04:08:03;2024-09-10;04:24:24;Csonka4296
1464;AACJ-188;4;2024-06-02;17:51:41;2024-06-04;11:38:45;Hajdu5645
1465;AACO-669;5;2024-05-03;20:07:13;2024-05-03;20:12:33;saepe744
1466;PJI-080;2;2024-07-13;21:45:05;2024-07-13;22:39:03;pariatur560
1467;AABD-566;4;2024-07-20;22:49:33;2024-07-20;23:34:40;SzUIke3469
1468;TJM-130;4;2024-07-17;13:05:15;2024-07-17;13:29:49;omnis421
1469;SSM-113;3;2024-06-23;15:25:16;2024-06-23;15:26:18;ut762
1470;PNW-113;3;2024-05-04;02:02:22;2024-05-04;02:28:04;sed378
1471;AACG-697;3;2024-09-07;11:41:32;2024-09-07;12:03:49;BOelint5728
1472;PRB-060;1;2024-08-16;13:48:58;2024-08-19;12:11:38;BOelint1631
1473;AABH-726;2;2024-10-04;06:34:52;2024-10-06;10:16:05;provident866
1474;RBW-931;5;2024-09-07;05:05:12;2024-09-07;06:01:50;OrsOus9223
1475;SQJ-103;2;2024-07-04;15:19:43;2024-07-04;15:32:56;DeOek6457
1476;TTJ-973;3;2024-09-03;15:30:18;2024-09-03;15:43:16;FehOor8693
1477;AACO-094;5;2024-09-12;11:02:56;2024-09-14;16:49:15;deleniti947
1478;PRF-134;1;2024-07-30;02:34:40;2024-07-30;02:55:51;dolorem421
1479;AACM-795;1;2024-07-03;03:28:24;2024-07-03;03:44:08;Fekete2623
1480;PYY-849;2;2024-06-26;08:31:42;2024-06-26;09:17:14;consequuntur226
1481;AACN-029;2;2024-07-31;17:25:01;2024-07-31;17:27:56;provident988
1482;AAAF-583;4;2024-09-02;21:07:17;2024-09-02;21:31:52;quibusdam368
1483;AAAH-738;2;2024-09-01;17:50:11;2024-09-03;09:29:54;Nagy4990
1484;NBY-327;1;2024-10-10;11:48:48;2024-10-10;12:28:21;HalOesz5676
1485;SDM-567;4;2024-07-29;19:39:29;2024-07-29;20:29:29;Nagy8339
1486;NFP-361;1;2024-10-04;06:58:06;2024-10-04;07:50:23;FOebiOen9020
1487;RQD-342;3;2024-10-19;21:40:55;2024-10-19;21:58:30;alias748
1488;SHK-688;1;2024-10-11;10:06:09;2024-10-11;10:50:52;FaragOu6547
1489;AAAC-430;5;2024-09-25;09:08:32;2024-09-25;09:55:13;TakOecs6380
1490;AAAC-749;3;2024-09-02;14:15:10;2024-09-02;14:23:36;deserunt345
1491;AAAM-588;4;2024-06-23;18:12:35;2024-06-23;18:17:27;dignissimos736
1492;AACN-075;2;2024-08-22;22:03:51;2024-08-22;22:52:03;explicabo995
1493;PKV-110;2;2024-05-15;15:57:16;2024-05-15;16:28:59;KovOecs2162
1494;AAAF-660;1;2024-05-23;03:40:07;2024-05-25;09:34:45;eveniet872
1495;PXW-843;3;2024-06-24;01:03:56;2024-06-24;01:36:03;voluptates796
1496;NGR-165;2;2024-07-18;00:59:49;2024-07-18;01:22:10;Kozma8043
1497;PTR-217;3;2024-09-27;11:48:07;2024-09-27;11:49:37;eos498
1498;AABI-842;1;2024-10-17;12:41:58;2024-10-17;13:12:53;HegedOUs9111
1499;RTG-089;3;2024-05-11;06:33:11;2024-05-12;09:42:24;VOArOAs5894
1500;AAAN-952;3;2024-08-08;14:22:20;2024-08-08;14:36:05;aut676
1501;AAAD-020;2;2024-05-15;22:42:58;2024-05-15;22:51:48;ut850
1502;AAAE-890;1;2024-07-30;06:12:27;2024-07-30;07:03:06;eos766
1503;AAAO-685;2;2024-09-20;03:29:29;2024-09-20;04:19:00;corporis131
1504;AAAD-020;2;2024-07-15;23:40:51;2024-07-18;09:47:08;HegedOUs2594
1505;AACJ-015;5;2024-05-05;16:22:51;2024-05-05;16:24:02;Varga5857
1506;AABO-008;5;2024-08-07;20:04:55;2024-08-09;00:40:12;explicabo400
1507;NJG-532;1;2024-07-05;17:17:27;2024-07-05;18:04:06;Jakab3318
1508;AAAF-583;4;2024-08-15;16:20:53;2024-08-18;06:33:45;KovOecs2162
1509;AABB-577;2;2024-06-19;15:40:49;2024-06-19;16:25:02;omnis429
1510;AACB-530;4;2024-08-28;19:02:47;2024-08-28;19:53:02;quidem262
1511;SBQ-462;2;2024-08-17;04:57:02;2024-08-19;05:44:41;OrsOus8618
1512;AABE-685;2;2024-07-28;04:14:30;2024-07-28;04:22:36;SzOokely4709
1513;PTR-217;3;2024-05-28;16:45:30;2024-05-28;17:00:32;Major8522
1514;AAAE-890;1;2024-07-31;18:31:29;2024-07-31;19:28:44;culpa138
1515;AABK-460;4;2024-09-26;10:18:55;2024-09-26;10:46:14;GulyOes7987
1516;PJU-329;2;2024-09-09;07:01:41;2024-09-11;01:33:05;excepturi802
1517;NTK-689;2;2024-09-27;04:58:15;2024-09-27;05:05:28;OrsOus4925
1518;AABM-695;3;2024-10-11;04:53:43;2024-10-11;05:01:00;Szekeres1503
1519;TJX-236;1;2024-06-26;17:09:03;2024-06-29;11:18:49;velit362
1520;AABD-654;3;2024-07-16;00:17:48;2024-07-16;00:50:54;nihil242
1521;ROX-759;4;2024-06-25;15:27:07;2024-06-25;15:38:50;nisi510
1522;AACN-029;2;2024-09-21;21:08:59;2024-09-21;21:10:32;FaragOu7670
1523;SVK-987;4;2024-08-13;22:11:11;2024-08-13;23:10:11;Farkas5896
1524;SER-973;2;2024-06-30;08:51:07;2024-06-30;09:01:23;POoter1835
1525;SOK-811;4;2024-05-26;08:16:01;2024-05-26;08:48:19;quas767
1526;TSU-726;2;2024-07-17;14:28:41;2024-07-17;15:26:05;ea245
1527;AACF-967;5;2024-10-03;19:34:25;2024-10-03;20:07:47;Simon7056
1528;AACL-831;5;2024-10-05;21:23:00;2024-10-05;21:32:21;Major3124
1529;TLX-466;5;2024-09-09;14:20:53;2024-09-09;14:35:27;TOArOAk3267
1530;SLS-713;5;2024-09-23;19:33:56;2024-09-23;20:32:35;voluptates302
1531;AAAG-718;5;2024-10-06;03:30:19;2024-10-06;04:28:55;ipsa368
1532;MAM-554;5;2024-10-21;14:17:45;2024-10-21;15:08:37;placeat704
1533;NGR-165;2;2024-07-28;18:51:14;2024-07-28;19:15:11;veritatis256
1534;AACI-640;5;2024-07-28;08:14:35;2024-07-28;08:24:12;Szalai8175
1535;AAAC-412;2;2024-08-23;07:18:19;2024-08-23;08:14:02;quas767
1536;SOZ-652;1;2024-06-11;08:56:22;2024-06-11;09:31:56;Magyar2423
1537;PIZ-988;2;2024-09-01;09:31:02;2024-09-01;09:46:34;autem748
1538;MWG-365;2;2024-05-29;13:24:20;2024-05-29;14:10:09;Kocsis1789
1539;AACA-896;5;2024-08-11;08:56:43;2024-08-11;09:53:25;Kiss8984
1540;AABN-119;1;2024-05-22;23:50:23;2024-05-23;00:04:59;temporibus129
1541;SYV-926;5;2024-08-14;03:54:23;2024-08-14;04:07:25;Vincze2696
1542;PTR-217;3;2024-08-21;14:57:03;2024-08-21;15:06:48;laboriosam419
1543;AACE-496;1;2024-09-07;14:25:32;2024-09-07;14:58:00;SzOUcs6579
1544;SQJ-103;2;2024-07-01;21:49:44;2024-07-01;22:04:56;eveniet872
1545;RNK-834;2;2024-10-22;22:42:56;2024-10-22;23:35:18;POel8688
1546;MER-014;4;2024-10-09;17:26:52;2024-10-09;17:47:20;dolorem440
1547;AABL-636;2;2024-09-20;23:20:13;2024-09-20;23:52:56;SzUIke3469
1548;MVO-715;1;2024-05-05;14:57:21;2024-05-05;15:28:55;corporis113
1549;SVL-544;2;2024-08-20;13:55:12;2024-08-20;14:29:08;JOunOes9765
1550;AABF-792;3;2024-10-06;17:25:03;2024-10-06;18:15:07;SOendor8735
1551;SSP-520;5;2024-08-24;00:57:02;2024-08-24;01:20:22;SzilOegyi7862
1552;AACI-188;2;2024-09-14;15:18:05;2024-09-14;15:40:43;TOArOAk2498
1553;AAAA-287;5;2024-08-01;02:42:35;2024-08-01;02:59:09;esse557
1554;AABH-197;2;2024-06-18;21:50:37;2024-06-18;22:41:21;pariatur560
1555;NYW-427;2;2024-08-21;08:03:04;2024-08-21;08:42:45;dolores596
1556;NLZ-660;3;2024-06-28;03:25:01;2024-06-28;03:54:33;sed155
1557;AABB-844;4;2024-08-03;09:49:19;2024-08-04;15:17:18;OrsOus1562
1558;NAX-972;2;2024-07-15;01:04:02;2024-07-15;01:47:27;POel7605
1559;SRQ-418;2;2024-08-04;05:22:45;2024-08-04;05:50:16;magni886
1560;MLL-597;4;2024-06-03;14:38:35;2024-06-03;14:49:20;nostrum277
1561;NRN-722;5;2024-07-27;18:05:41;2024-07-27;18:13:08;dolorem440
1562;SUS-244;3;2024-07-31;18:22:32;2024-07-31;19:00:20;POesztor3971
1563;AACL-940;1;2024-05-15;20:56:03;2024-05-15;21:27:52;autem714
1564;RNK-834;2;2024-06-16;10:41:39;2024-06-16;11:01:24;harum698
1565;PRB-060;1;2024-07-18;17:36:06;2024-07-18;18:32:14;rem324
1566;AACE-301;4;2024-08-21;22:07:42;2024-08-24;18:36:36;POoter2905
1567;AACB-530;4;2024-07-28;14:47:02;2024-07-31;13:27:49;reiciendis477
1568;AABF-249;5;2024-05-30;01:50:55;2024-05-30;02:49:30;nihil310
1569;AACN-789;3;2024-07-09;12:18:38;2024-07-09;13:05:04;Pataki3248
1570;RBW-931;5;2024-06-12;19:59:52;2024-06-12;20:34:59;dignissimos388
1571;RNB-619;1;2024-10-04;04:12:46;2024-10-04;04:39:55;MolnOer9740
1572;RIB-921;1;2024-10-07;17:04:14;2024-10-07;17:19:26;SoOus1930
1573;SVK-987;4;2024-07-16;00:18:30;2024-07-16;01:12:37;placeat266
1574;NMT-421;4;2024-09-11;07:20:10;2024-09-11;08:09:26;saepe744
1575;AACI-640;5;2024-09-17;05:23:34;2024-09-17;06:11:36;JOunOes2395
1576;AAAJ-829;5;2024-05-17;18:59:29;2024-05-17;19:20:56;eos836
1577;PNW-113;3;2024-06-24;02:39:00;2024-06-24;03:14:29;Varga6714
1578;TUM-781;5;2024-08-08;16:28:07;2024-08-08;17:17:48;ex171
1579;AABD-566;4;2024-05-08;17:47:53;2024-05-09;20:12:31;earum661
1580;AABO-645;2;2024-06-05;23:47:25;2024-06-06;00:28:02;HorvOeth1830
1581;NSF-383;4;2024-10-12;22:46:32;2024-10-12;22:55:26;consequuntur226
1582;AABE-685;2;2024-08-14;08:46:26;2024-08-14;09:13:53;mollitia728
1583;PHP-149;4;2024-10-04;17:59:23;2024-10-04;18:37:43;MOetOo4576
1584;RYL-778;2;2024-09-13;09:35:47;2024-09-13;10:11:25;FaragOu7670
1585;AABA-888;3;2024-05-21;21:29:45;2024-05-21;22:03:45;Kocsis2742
1586;AABI-528;1;2024-10-04;10:37:02;2024-10-04;11:36:35;reiciendis526
1587;AAAC-749;3;2024-08-04;02:30:42;2024-08-04;03:01:40;Magyar1577
1588;AACM-940;2;2024-09-17;17:27:16;2024-09-17;17:59:38;earum141
1589;AABC-370;3;2024-06-04;02:01:58;2024-06-04;02:08:18;Nemes2928
1590;AACK-106;4;2024-08-19;00:03:04;2024-08-19;00:29:26;Csonka8940
1591;TJM-130;4;2024-05-18;18:09:16;2024-05-18;18:29:51;rerum211
1592;AAAJ-137;2;2024-08-16;02:07:05;2024-08-16;02:27:42;vero750
1593;AABO-297;3;2024-07-09;01:09:59;2024-07-09;01:46:06;TamOes2048
1594;AAAG-718;5;2024-06-27;09:28:14;2024-06-27;10:10:02;et154
1595;NZQ-732;2;2024-06-05;13:06:46;2024-06-05;13:40:42;voluptates163
1596;AACL-831;5;2024-07-09;13:24:22;2024-07-09;13:56:03;LOeszlOu3375
1597;AAAC-430;5;2024-08-15;00:38:50;2024-08-15;00:59:38;et286
1598;SKN-949;4;2024-06-18;15:26:50;2024-06-21;13:59:00;occaecati687
1599;PSQ-672;4;2024-06-27;16:39:44;2024-06-27;17:20:30;Bakos6755
1600;AABI-974;2;2024-10-19;07:16:34;2024-10-19;07:32:00;Balla5072
1601;AABN-702;1;2024-09-03;16:47:01;2024-09-03;17:23:30;TamOes7778
1602;PHF-341;4;2024-06-18;14:30:55;2024-06-18;15:27:11;Vass4997
1603;PEI-375;3;2024-06-27;16:34:03;2024-06-27;17:08:49;BodnOer9991
1604;REU-146;3;2024-07-12;01:21:31;2024-07-12;01:57:06;reprehenderit850
1605;AAAE-549;1;2024-05-12;07:25:28;2024-05-12;07:30:38;BodnOer4934
1606;AABO-478;2;2024-09-23;19:52:49;2024-09-23;20:42:39;corrupti195
1607;AABO-297;3;2024-05-09;02:23:39;2024-05-09;03:20:11;ea996
1608;AABI-644;2;2024-07-06;03:11:23;2024-07-06;03:46:03;et338
1609;AACF-290;3;2024-07-02;18:25:08;2024-07-02;18:33:11;BalOezs8843
1610;AACL-774;2;2024-08-14;22:04:24;2024-08-14;22:52:23;laudantium913
1611;AAAH-337;4;2024-09-17;03:00:41;2024-09-18;07:47:47;TOuth6636
1612;AABD-740;2;2024-07-28;11:16:11;2024-07-28;11:47:35;atque515
1613;SSM-113;3;2024-06-17;13:12:00;2024-06-17;13:47:20;Barna9646
1614;AABB-206;2;2024-07-13;17:43:13;2024-07-13;18:37:35;fuga508
1615;SNE-464;2;2024-08-13;08:37:19;2024-08-13;08:58:26;Budai5519
1616;NCR-643;4;2024-06-24;14:48:33;2024-06-24;15:40:41;et733
1617;AACA-976;2;2024-07-17;18:18:31;2024-07-20;10:06:31;harum544
1618;AAAL-984;4;2024-10-24;02:22:50;2024-10-25;05:33:14;KirOely8836
1619;SHS-149;3;2024-09-13;18:41:28;2024-09-16;18:12:54;quam627
1620;PHF-341;4;2024-07-23;20:35:41;2024-07-23;21:05:23;perspiciatis431
1621;SQC-768;2;2024-07-30;07:12:48;2024-07-30;07:41:10;SOendor8735
1622;AAAE-101;1;2024-07-14;05:45:58;2024-07-14;06:39:42;voluptas662
1623;AAAE-590;4;2024-05-13;11:10:37;2024-05-13;11:36:40;Vass4222
1624;AABF-007;4;2024-06-12;11:49:40;2024-06-12;12:22:50;Nagy8514
1625;TUM-781;5;2024-10-07;14:44:07;2024-10-07;15:35:18;JOunOes6339
1626;PJU-329;2;2024-05-03;11:15:41;2024-05-03;11:36:57;TOuth5195
1627;TTJ-973;3;2024-09-18;09:51:05;2024-09-18;10:13:05;sint215
1628;NBY-327;1;2024-10-17;13:16:28;2024-10-17;13:21:30;Major8522
1629;AAAC-380;3;2024-10-04;15:04:16;2024-10-04;15:26:10;Katona9669
1630;AAAC-412;2;2024-10-17;17:26:26;2024-10-17;17:41:33;Major8522
1631;RQD-342;3;2024-09-11;07:04:27;2024-09-11;07:42:44;Szekeres8144
1632;PRF-134;1;2024-06-11;01:28:40;2024-06-11;01:30:10;KirOely8836
1633;AAAL-007;2;2024-06-02;13:29:59;2024-06-02;13:50:00;ut844
1634;AABC-659;3;2024-06-09;00:03:26;2024-06-09;00:05:31;delectus978
1635;AABL-636;2;2024-09-23;11:49:59;2024-09-25;11:20:12;dignissimos323
1636;AACK-910;4;2024-06-11;14:43:44;2024-06-12;19:54:06;sit320
1637;AAAG-799;2;2024-08-10;16:21:49;2024-08-10;16:43:51;TOuth8998
1638;SXW-499;2;2024-09-24;01:25:23;2024-09-24;02:10:22;omnis985
1639;AABD-566;4;2024-09-10;03:07:24;2024-09-10;03:53:32;ex171
1640;AABH-662;5;2024-08-06;22:30:10;2024-08-06;23:16:21;Kelemen2746
1641;POI-942;2;2024-06-08;08:08:45;2024-06-08;08:10:59;Vass4222
1642;NWW-983;5;2024-05-05;22:20:12;2024-05-05;22:46:26;quibusdam736
1643;AABN-862;4;2024-10-18;18:29:36;2024-10-20;01:15:46;voluptates163
1644;AABJ-092;3;2024-10-03;05:04:17;2024-10-03;05:24:18;OrbOen5389
1645;AABO-764;2;2024-10-22;09:19:04;2024-10-24;16:23:19;FOebiOen7239
1646;AABL-103;2;2024-09-15;00:16:55;2024-09-15;00:19:24;SzOUcs6579
1647;PAQ-620;4;2024-09-06;10:26:49;2024-09-06;11:15:45;DeOek7997
1648;STL-155;4;2024-06-12;03:11:35;2024-06-12;03:46:37;placeat704
1649;AAAF-653;2;2024-07-23;06:27:12;2024-07-23;06:45:03;neque988
1650;AAAD-559;4;2024-06-18;17:49:27;2024-06-18;18:37:45;TOuth5195
1651;AAAO-364;2;2024-07-09;00:35:40;2024-07-11;15:33:30;FehOor5474
1652;AAAA-940;2;2024-10-19;08:01:13;2024-10-19;08:33:30;vel521
1653;AABM-082;2;2024-09-03;17:26:51;2024-09-03;17:54:35;eaque744
1654;PDU-295;2;2024-08-27;16:46:16;2024-08-27;17:15:04;BorbOoly3001
1655;AAAC-412;2;2024-10-03;06:38:48;2024-10-05;08:53:31;SzOokely4709
1656;MMI-590;3;2024-08-01;07:12:31;2024-08-02;09:07:02;JOunOes9765
1657;NXO-727;5;2024-05-22;12:44:53;2024-05-24;14:03:42;est481
1658;MOM-325;5;2024-08-08;03:07:40;2024-08-08;03:26:54;omnis429
1659;PPH-818;5;2024-05-13;09:07:26;2024-05-13;09:52:29;SOendor3569
1660;NHG-562;3;2024-04-29;15:13:11;2024-04-29;15:21:34;earum444
1661;AABE-601;5;2024-09-07;23:29:07;2024-09-07;23:44:00;magni232
1662;AAAN-117;3;2024-06-21;19:58:02;2024-06-24;05:40:53;illum355
1663;RNB-619;1;2024-09-11;09:35:02;2024-09-11;10:18:13;BirOu5522
1664;AACI-941;2;2024-07-11;04:50:37;2024-07-13;05:06:47;Kocsis1789
1665;AABE-685;2;2024-05-25;23:47:59;2024-05-26;00:01:03;OrsOus8618
1666;MYJ-047;4;2024-05-22;06:28:20;2024-05-24;13:57:31;MOetOo4576
1667;AACE-983;1;2024-08-12;07:05:48;2024-08-12;07:41:11;quo189
1668;AAAL-007;2;2024-09-20;00:38:49;2024-09-20;00:51:45;quae558
1669;AABF-407;1;2024-05-29;07:41:50;2024-05-31;11:59:02;aperiam520
1670;AACA-049;4;2024-05-12;04:35:25;2024-05-12;05:31:32;et436
1671;AAAG-029;1;2024-10-23;11:53:25;2024-10-23;12:31:25;FOebiOen3874
1672;AABG-482;3;2024-10-25;15:20:28;2024-10-25;15:33:20;TOuth3829
1673;SXJ-160;5;2024-09-09;19:31:35;2024-09-09;19:35:26;Boros3143
1674;MWT-528;1;2024-09-14;17:17:36;2024-09-14;17:26:35;OrsOus9223
1675;AACB-570;2;2024-10-08;16:17:42;2024-10-08;17:17:14;Vincze3231
1676;MLA-758;2;2024-05-07;19:15:00;2024-05-07;19:37:06;recusandae640
1677;AACK-910;4;2024-05-15;22:24:00;2024-05-15;22:44:46;nihil242
1678;AACA-887;5;2024-09-15;10:52:13;2024-09-17;10:02:21;Vincze2696
1679;TSM-624;1;2024-08-19;09:46:37;2024-08-19;10:38:21;distinctio537
1680;AABF-007;4;2024-06-03;07:33:20;2024-06-03;07:53:20;HegedOUs9111
1681;AABF-007;4;2024-06-07;03:23:21;2024-06-09;07:04:52;et677
1682;AABI-974;2;2024-09-12;16:05:28;2024-09-12;16:54:18;quis105
1683;AAAF-791;3;2024-07-26;23:57:14;2024-07-29;07:28:17;eaque668
1684;AABG-350;2;2024-05-25;19:19:34;2024-05-25;20:12:44;Nagy9800
1685;AAAJ-137;2;2024-09-26;05:19:17;2024-09-26;05:52:31;SzUUcs1869
1686;AACO-350;2;2024-06-13;08:35:40;2024-06-13;08:39:51;et838
1687;AACE-718;1;2024-07-17;22:40:08;2024-07-17;23:33:55;Bakos7655
1688;PXW-843;3;2024-10-04;12:20:47;2024-10-06;22:27:06;BognOer6489
1689;AABE-139;5;2024-06-16;07:51:55;2024-06-16;08:38:20;FOUlOAp4992
1690;MVO-715;1;2024-10-03;16:58:02;2024-10-03;17:45:22;magni209
1691;AACN-789;3;2024-07-07;22:42:44;2024-07-07;23:23:01;voluptatibus150
1692;TEA-968;4;2024-09-01;15:21:43;2024-09-01;16:05:36;Veres9255
1693;AACK-910;4;2024-05-28;10:58:22;2024-05-30;11:44:54;aspernatur556
1694;AABI-721;5;2024-09-08;11:39:52;2024-09-08;11:48:39;ab773
1695;AACG-697;3;2024-05-19;18:26:47;2024-05-19;19:07:02;BorbOoly7897
1696;PHP-149;4;2024-07-25;16:38:56;2024-07-25;17:19:28;POoter2905
1697;AABD-654;3;2024-10-21;05:53:17;2024-10-21;06:01:45;Nagy4990
1698;MON-853;1;2024-08-09;11:11:55;2024-08-09;11:45:37;Fazekas1753
1699;AABF-755;4;2024-09-16;22:56:42;2024-09-16;23:31:12;Sipos4756
1700;AAAC-380;3;2024-06-10;22:06:45;2024-06-10;22:16:01;distinctio442
1701;RTG-089;3;2024-07-15;17:24:00;2024-07-15;18:06:14;commodi918
1702;STQ-669;4;2024-08-18;03:24:05;2024-08-18;03:37:11;TOuth3829
1703;MLG-052;4;2024-06-20;06:00:30;2024-06-21;21:35:20;in517
1704;AABL-103;2;2024-09-21;08:47:26;2024-09-21;09:08:34;OrsOus4925
1705;AABL-088;1;2024-09-27;08:43:38;2024-09-27;09:39:16;temporibus129
